start training
mu =  0.01
mu -= 0.00001
batch_size =  128
batch_num =  1000
92  cost:  0.699613218427
93  cost:  0.696341805279
94  cost:  0.699236558378
95  cost:  0.699063236237
96  cost:  0.697687688291
97  cost:  0.698403189182
98  cost:  0.696889279008
99  cost:  0.695300550044
100  cost:  0.695865074813
101  cost:  0.696339164317
102  cost:  0.699091683447
103  cost:  0.700669954658
104  cost:  0.699165023386
105  cost:  0.700278775156
106  cost:  0.69679104197
107  cost:  0.696183516026
108  cost:  0.693573110163
109  cost:  0.694969336629
110  cost:  0.693646694899
111  cost:  0.691443381906
112  cost:  0.69368096453
113  cost:  0.691169830799
114  cost:  0.69201599735
115  cost:  0.691265531361
116  cost:  0.690697551489
117  cost:  0.693058653712
118  cost:  0.691233411849
119  cost:  0.691427331269
120  cost:  0.690255130708
121  cost:  0.689422067165
122  cost:  0.690062468052
123  cost:  0.694234411597
124  cost:  0.689777341366
125  cost:  0.689685186386
126  cost:  0.689746403217
127  cost:  0.688959897339
128  cost:  0.690854357481
129  cost:  0.690305235803
130  cost:  0.685742237747
131  cost:  0.689858114362
132  cost:  0.688179691672
133  cost:  0.688375311673
134  cost:  0.687016393602
135  cost:  0.686479020655
136  cost:  0.684466642141
137  cost:  0.688800184786
138  cost:  0.687099783361
139  cost:  0.686351982474
140  cost:  0.687008397341
141  cost:  0.686456082761
142  cost:  0.685254533231
143  cost:  0.685672994256
144  cost:  0.682882124722
145  cost:  0.68613757664
146  cost:  0.683907022297
147  cost:  0.688214483142
148  cost:  0.685135958314
149  cost:  0.68508643657
150  cost:  0.686126472592
151  cost:  0.682600391626
152  cost:  0.684046194732
153  cost:  0.684622832179
154  cost:  0.683324686468
155  cost:  0.68273293972
156  cost:  0.683577385545
157  cost:  0.682614573956
158  cost:  0.682887941539
159  cost:  0.684398486853
160  cost:  0.68192651552
161  cost:  0.682702615082
162  cost:  0.678386935651
163  cost:  0.681466505706
164  cost:  0.685219662488
165  cost:  0.681223098218
166  cost:  0.68011346817
167  cost:  0.681103322983
168  cost:  0.681754804194
169  cost:  0.681028534293
170  cost:  0.679502712369
171  cost:  0.680885475397
172  cost:  0.679896668255
173  cost:  0.678537890732
174  cost:  0.683308537841
175  cost:  0.677226614058
176  cost:  0.680367228568
177  cost:  0.680532266974
178  cost:  0.677786700428
179  cost:  0.676330693066
180  cost:  0.682320722401
181  cost:  0.678744357049
182  cost:  0.678866607308
183  cost:  0.677319417417
184  cost:  0.67848500073
185  cost:  0.678383916438
186  cost:  0.677309783876
187  cost:  0.679205295444
188  cost:  0.678402388096
189  cost:  0.678704840004
190  cost:  0.677040456831
191  cost:  0.675677672267
192  cost:  0.676283130467
193  cost:  0.678976428568
194  cost:  0.677181729734
195  cost:  0.678133507967
196  cost:  0.675911037922
197  cost:  0.678734806597
198  cost:  0.678286825895
199  cost:  0.676247490287
200  cost:  0.673758483112
201  cost:  0.676749149144
202  cost:  0.67511120069
203  cost:  0.673801188886
204  cost:  0.673602782786
205  cost:  0.675744432449
206  cost:  0.674709299326
207  cost:  0.675125257075
208  cost:  0.674323207915
209  cost:  0.673432286799
210  cost:  0.676553393722
211  cost:  0.675530498505
212  cost:  0.674856190264
213  cost:  0.676008347392
214  cost:  0.676447590411
215  cost:  0.675024088085
216  cost:  0.676264705837
217  cost:  0.676372923672
218  cost:  0.67298388654
219  cost:  0.676077206552
220  cost:  0.674137551785
221  cost:  0.674424357891
222  cost:  0.675480040967
223  cost:  0.674476157308
224  cost:  0.675580327928
225  cost:  0.672891109943
226  cost:  0.673368249297
227  cost:  0.673289369643
228  cost:  0.673179880142
229  cost:  0.673304166436
230  cost:  0.672488984942
231  cost:  0.672164058805
232  cost:  0.673697176278
233  cost:  0.672439194977
234  cost:  0.671108326137
235  cost:  0.671864359438
236  cost:  0.672036655188
237  cost:  0.671737639308
238  cost:  0.674206491649
239  cost:  0.671864182353
240  cost:  0.671315891743
241  cost:  0.67146178174
242  cost:  0.670357352436
243  cost:  0.670741934717
244  cost:  0.670339540422
245  cost:  0.670384451866
246  cost:  0.672954724073
247  cost:  0.670683829367
248  cost:  0.670208470285
249  cost:  0.671862633049
